BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEZ_POZE,-0.36988849732675594,3.3857651196166785,-0.5370714119245837,3.4290265866142855,-0.4186145351289967,1.6362120369732043,0,0,0,0,-0.36504263786528074,4.548682508580729,-0.7893711738123383,3.3641200617072595,-0.826345835706703,3.338404854680153,-1.6503634955001236,1.4572814264610965,-1.2850680803812697,1.4333671383562763
BEZ_POZE,1.6175385831852114,3.08037703815779,2.4692786731222096,3.3678892094584,2.1922209813084055,1.7783059223817206,1.3982661779930774,2.9929652425030335,3.6981910391331567,4.039796279102445,1.6920890764648895,4.5960308684568325,3.5922913172259574,2.732010173553454,3.5907001613449543,3.204869302488111,5.945861814682161,1.488072890494993,5.960919481607944,1.467543987562433
